"id","SEX","AGE","PREFECTURE","JOB","一人暮らし","配偶者","家族","朝食の頻度","日食の頻度","外朝食の頻度","外日食の頻度","内朝食の頻度","内日食の頻度","作朝食の頻度","作日食の頻度","料理人","購入人"
9838,2,45,23,0,0,1,1,8,8,3.25,3.25,8,6,6.5,6,"自分","自分"
9839,1,35,16,0,0,0,1,6.5,6.5,5,5,6,4,5.5,3.75,"家族","家族"
9840,1,34,13,0,0,0,1,8,4.5,NA,NA,8,NA,1,NA,NA,NA
9841,1,48,46,0,0,1,1,6.5,6.5,3.75,3.75,6.5,4.75,2,NA,"配偶者","配偶者"
9842,2,46,15,0,0,1,1,8,8,1,1,8,8,2,2,"家族","家族"
9843,2,34,37,0,0,0,1,8,8,2.25,2.25,8,6.75,8,3.75,"家族","家族"
9844,2,59,9,0,0,1,0,6,6.5,2.75,2.75,8,6.25,8,5.75,"自分","自分"
9845,2,59,23,0,0,1,0,8,8,3,3,8,8,8,8,"自分","自分"
9846,1,45,14,0,0,1,1,3,6.5,4.5,4.5,NA,4.25,NA,NA,NA,NA
9847,1,31,34,0,0,0,1,6,6,1,1,6,6,1,1,NA,NA
9848,1,50,26,0,0,1,0,8,8,1,1,8,8,8,8,"配偶者","配偶者"
9849,1,55,35,0,0,1,1,5,5.25,1.5,1.5,8,7.75,8,7.5,"配偶者","配偶者"
9850,1,51,23,0,0,1,1,6,5.75,2,2,6,3.75,2,NA,"配偶者","配偶者"
9851,2,60,36,0,0,1,0,8,8,2.25,2.25,8,8,8,8,"自分","自分"
9852,1,52,13,0,0,1,0,2.5,8,1.5,1.5,1.5,8,NA,8,"配偶者","配偶者"
9853,2,37,14,0,1,0,0,6.5,5.75,1.25,1.25,6.5,5.75,6.5,5.5,"自分","自分"
9854,1,46,28,0,0,1,1,8,8,8,8,8,8,8,7.75,"配偶者","配偶者"
9855,2,20,25,0,0,0,1,5.5,8,3,3,5.5,4.25,1.5,1,NA,NA
9856,2,42,11,0,0,1,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
9857,1,40,14,0,0,1,0,3,6,3,3,4.5,3,NA,NA,NA,NA
9858,2,32,4,0,0,1,1,8,8,5.25,5.25,8,7.25,6.5,6.25,"自分","自分"
9859,2,54,14,0,0,1,1,8,8,2.5,2.5,8,7.75,8,7.5,"自分","自分"
9860,1,56,13,0,0,1,1,6.5,6.5,4.75,4.75,3,3.5,3,NA,"配偶者","配偶者"
9861,2,54,11,0,0,1,1,8,8,1,1,8,8,8,6.25,"自分","自分"
9862,2,33,26,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
9863,2,42,1,0,1,0,0,8,8,3.75,3.75,8,8,8,7.5,"自分","自分"
9864,2,43,28,0,0,1,1,6.5,6.5,1.75,1.75,6.5,6.5,6.5,5.75,"自分","自分"
9865,2,56,42,0,0,1,0,8,8,1,1,8,8,8,6,"自分","自分"
9866,2,62,10,0,0,0,1,8,8,3.25,3.25,8,8,8,8,"自分","自分"
9867,2,49,13,0,0,0,1,8,8,4.25,4.25,8,4.5,8,2.5,"家族","家族"
9868,2,35,12,0,0,1,1,8,8,2,2,2,2,8,8,"自分","自分"
9869,1,43,26,0,0,0,1,1,4.5,NA,NA,NA,NA,NA,NA,"家族","家族"
9870,1,64,4,0,0,1,0,8,8,3.75,3.75,8,6.5,2,2,"配偶者","配偶者"
9871,2,41,8,0,0,1,1,6,6,1.5,1.5,6,6,6.5,6,"自分","自分"
9872,1,50,14,0,0,1,1,7.5,7.75,5.75,5.75,7.5,7,1.5,2,"配偶者","配偶者"
9873,1,29,19,0,0,0,1,1,6.5,1.25,1.25,NA,6.5,NA,1,NA,NA
9874,1,44,20,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
9875,2,29,14,0,1,0,0,1,6.5,5.25,5.25,NA,4.25,NA,3,"自分","自分"
9876,1,59,10,0,0,1,0,5.5,7,3,3,5.5,6.25,5.5,4.75,"配偶者","配偶者"
9877,2,64,34,0,0,1,0,8,8,1.25,1.25,8,8,8,8,"自分","自分"
9878,2,35,4,0,0,1,1,8,8,2,2,8,8,7.5,8,"自分","自分"
9879,2,54,1,0,0,0,1,8,8,2,2,6.5,5,6.5,6.5,"家族","家族"
9880,1,36,1,0,0,1,1,8,8,2.75,2.75,8,8,2,2,"配偶者","配偶者"
9881,2,34,14,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
9882,2,56,14,0,0,1,1,5.5,6.25,2.75,2.75,6,6,5.5,6,"自分","自分"
9883,1,54,12,0,0,1,0,8,8,1.25,1.25,1,1,NA,NA,NA,NA
9884,2,46,14,0,0,1,0,1,8,2,2,NA,6.25,NA,NA,"配偶者","配偶者"
9885,2,28,23,0,0,0,1,6.5,7.25,2.25,2.25,6.5,4.75,1,NA,NA,NA
9886,1,36,11,0,0,1,1,8,5.75,2,2,8,3.5,6,NA,"配偶者","配偶者"
9887,2,29,9,0,0,1,0,5.5,8,4.25,4.25,5.5,5.25,3.5,5,"自分","自分"
9888,1,42,27,0,0,1,1,8,8,2.75,2.75,8,8,2,2,"配偶者","配偶者"
9889,2,23,13,0,0,0,1,8,4.5,NA,NA,8,NA,1,NA,NA,NA
9890,2,43,38,0,0,0,1,8,8,1.25,1.25,8,8,8,3.5,"家族","家族"
9891,2,41,12,0,0,1,1,8,8,3.25,3.25,8,6,8,6.5,"自分","自分"
9892,1,54,28,0,1,0,0,6,5.75,3.5,3.5,8,2.5,7.5,2,"自分","自分"
9893,2,38,23,0,0,1,0,6.5,6.5,3,3,6.5,6,6.5,6,"自分","自分"
9894,1,49,23,0,0,1,1,8,8,4.5,4.5,2,5.25,5,7.25,"配偶者","配偶者"
9895,1,55,14,0,1,0,0,6,6.5,6,6,5,3.5,2.5,2.75,"自分","自分"
9896,1,47,23,0,0,1,1,6.5,6.5,1.5,1.5,1,2,NA,NA,NA,NA
9897,1,61,23,0,0,1,0,6.5,6.5,3.25,3.25,6.5,5.25,6,4,"配偶者","配偶者"
9898,1,52,28,0,0,1,1,2,8,2,2,NA,8,NA,3.5,"配偶者","配偶者"
9899,2,54,43,0,0,1,1,6,6.25,3.75,3.75,6,5.5,6,5,"自分","自分"
9900,1,51,23,0,0,1,0,6.5,6.5,4,4,6.5,4.75,2,2,"配偶者","配偶者"
9901,2,35,8,0,0,1,1,5,6.5,3.5,3.5,6,5.75,3,4.25,"自分","自分"
9902,1,61,15,0,0,1,0,8,8,1,1,8,8,1,1,NA,NA
9903,1,32,28,0,0,0,1,8,8,2.5,2.5,8,8,1.5,1.75,"家族","家族"
9904,1,48,13,0,0,0,1,8,8,1,1,8,7.75,8,8,"自分","自分"
9905,1,45,1,0,0,0,1,8,8,2,2,8,8,2,2,"家族","家族"
9906,1,28,26,0,0,0,1,8,8,2.5,2.5,8,8,2,2,"家族","家族"
9907,2,52,34,0,0,1,1,1,8,1.75,1.75,NA,8,NA,8,"自分","自分"
9908,2,44,9,0,0,1,1,8,7.75,8,8,7,7.25,7,6.75,"自分","自分"
9909,2,54,40,0,0,0,1,8,8,1,1,8,8,8,8,"自分","自分"
9910,1,40,25,0,0,0,1,6,6,4.5,4.5,5,3.5,4,2.75,"家族","家族"
9911,1,42,25,0,0,1,1,8,8,1,1,8,8,2,2,"配偶者","配偶者"
9912,1,53,1,0,0,1,0,8,8,3,3,8,8,8,8,"配偶者","配偶者"
9913,1,48,27,0,0,0,1,8,8,1,1,8,8,8,8,"自分","自分"
9914,2,58,11,0,0,1,1,8,8,2.25,2.25,8,5.75,8,4.75,"自分","自分"
9915,1,44,33,0,1,0,0,6,6.5,2.75,2.75,6.5,5,6.5,5.25,"自分","自分"
9916,1,60,27,0,0,1,1,6.5,6.5,2,2,6.5,4.75,4.5,NA,"配偶者","配偶者"
9917,1,63,14,0,0,1,1,2.5,6.5,3.25,3.25,NA,4.75,NA,NA,"配偶者","配偶者"
9918,2,35,28,0,0,1,1,5.5,7.25,3.5,3.5,5.5,4.75,6.5,4.75,"自分","自分"
9919,1,32,13,0,0,0,1,6.5,5.5,NA,NA,6.5,NA,2,NA,"家族","家族"
9920,1,53,11,0,0,0,1,2.5,4.75,NA,NA,NA,NA,NA,NA,"家族","家族"
9921,1,59,11,0,1,0,0,6.5,3.75,NA,NA,6.5,NA,6.5,NA,"自分","自分"
9922,1,64,30,0,0,1,1,6.5,6.5,2,2,6.5,5,2.5,2.25,"配偶者","配偶者"
9923,2,44,28,0,1,0,0,7.5,6,NA,NA,1,NA,NA,NA,NA,NA
9924,1,64,30,0,0,1,1,6.5,6.5,4,4,8,5.75,6.5,6.25,"配偶者","配偶者"
9925,1,53,21,0,0,1,1,8,8,1.75,1.75,8,7.5,1,1,NA,NA
9926,1,45,23,0,0,1,1,6.5,6.5,2,2,6.5,5,2,2.75,"配偶者","配偶者"
9927,1,43,12,0,0,0,1,6.5,4.75,NA,NA,6.5,NA,6.5,NA,"家族","家族"
9928,1,60,23,0,1,0,0,8,8,4.25,4.25,8,3.5,4.5,NA,"自分","自分"
9929,1,60,40,0,0,1,0,8,8,3.75,3.75,6.5,4.5,8,5.25,"配偶者","配偶者"
9930,1,64,27,0,0,1,0,8,8,2.75,2.75,8,8,6.5,3,"配偶者","配偶者"
9931,2,52,27,0,0,1,1,6.5,7.25,4.5,4.5,6.5,5,6,5,"自分","自分"
9932,1,53,13,0,0,1,0,6,6,2,2,6,6,6,6,"自分","自分"
9933,2,53,4,0,0,1,1,8,8,2.25,2.25,8,8,6,5,"自分","自分"
9934,1,52,11,0,0,0,1,1,4.5,NA,NA,NA,NA,NA,NA,"家族","家族"
9935,1,32,37,0,0,0,1,6.5,6.5,3.5,3.5,6.5,5,5,3.5,"家族","家族"
9936,2,64,14,0,1,0,0,1,8,2.75,2.75,NA,8,NA,6,"自分","自分"
9937,1,54,14,0,0,1,0,8,8,2.5,2.5,8,6.5,3,2.5,"配偶者","配偶者"
9938,1,64,13,0,0,1,0,8,8,2.25,2.25,5,5,2,2,"配偶者","配偶者"
9939,1,64,11,0,0,1,0,8,8,2.75,2.75,8,7.75,8,7.75,"配偶者","配偶者"
9940,1,63,38,0,0,1,0,6.5,6.5,2.75,2.75,6.5,6.5,3,3,"配偶者","配偶者"
9941,1,43,23,0,0,1,1,6.5,6.5,2,2,6.5,5,6.5,4.75,"配偶者","配偶者"
9942,1,53,13,0,1,0,0,3,8,1,1,3,8,3,8,"自分","自分"
9943,1,56,11,0,0,1,1,6.5,6.5,2.75,2.75,6.5,4.75,6.5,2,"配偶者","配偶者"
9944,1,48,13,0,0,1,0,8,8,8,8,8,8,8,8,"自分","自分"
9945,2,64,4,0,0,1,0,8,8,1.5,1.5,8,8,8,4.75,"配偶者","配偶者"
9946,2,63,15,0,0,1,0,8,8,8,8,8,8,8,8,"自分","自分"
9947,2,41,47,0,1,0,0,1,6.5,2,2,NA,6.5,NA,4.75,"自分","自分"
9948,2,64,4,0,0,0,1,3,7.5,1,1,NA,5.75,NA,7.25,"自分","自分"
9949,1,54,27,0,0,1,1,4.5,6.5,2,2,NA,6.75,NA,4.75,"配偶者","配偶者"
9950,1,63,13,0,0,1,1,8,8,2,2,8,8,8,7.5,"配偶者","配偶者"
9951,2,38,27,0,0,1,0,1,6.5,3.5,3.5,NA,5,NA,NA,"自分","自分"
9952,2,62,46,0,0,1,0,8,8,8,8,8,8,8,8,"自分","自分"
9953,2,46,22,0,0,1,1,8,8,2.5,2.5,3,2.25,8,7.5,"自分","自分"
9954,1,60,27,0,0,1,1,8,8,3,3,8,8,8,8,"配偶者","配偶者"
9955,1,50,14,0,0,0,1,6.5,2,NA,NA,1,NA,NA,NA,NA,NA
9956,1,49,11,0,0,1,1,1,4.5,NA,NA,NA,NA,NA,NA,NA,NA
9957,1,42,40,0,0,0,1,8,8,3.75,3.75,7.5,8,3.5,4.5,"家族","家族"
9958,1,51,21,0,0,0,1,6.5,6.5,3,3,2,2,2,2,"家族","家族"
9959,2,59,43,0,1,0,0,8,8,1.75,1.75,8,8,8,8,"自分","自分"
9960,1,56,13,0,0,1,1,8,8,1,1,8,8,1,1,NA,NA
9961,1,29,28,0,0,0,1,5,6.5,1,1,5,5.25,5,5.25,"家族","家族"
9962,1,36,27,0,1,0,0,6,6.5,3.25,3.25,6,5.25,6,5.5,"自分","自分"
9963,1,22,27,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
9964,2,40,37,0,0,1,1,6,6,2,2,1,4,NA,7.5,"自分","自分"
9965,2,32,20,0,0,1,1,6.5,6.5,2.5,2.5,8,4.75,6.5,NA,"自分","自分"
9966,1,40,14,0,0,1,1,8,8,2,2,8,6.5,2,2,"配偶者","配偶者"
9967,2,57,35,0,0,1,0,6.5,6.5,1.5,1.5,6.5,4.75,6.5,NA,"自分","自分"
9968,1,31,23,0,0,1,0,5.5,6.5,4.25,4.25,3.5,4.25,3,4,"配偶者","配偶者"
9969,2,31,13,0,0,1,1,7,7.75,1.5,1.5,5,5,8,8,"自分","自分"
9970,2,44,10,0,0,0,1,1,5.25,1,1,NA,3.5,NA,NA,NA,NA
9971,1,61,13,0,0,1,1,8,8,4.75,4.75,8,4.5,2,2.25,"配偶者","配偶者"
9972,1,42,15,0,1,0,0,6.5,6.5,2,2,6.5,5,3,3,"自分","自分"
9973,1,44,12,0,0,0,1,2,8,2.5,2.5,2,8,2,8,"家族","家族"
9974,1,39,30,0,0,1,1,1,6.5,2.25,2.25,NA,6.25,NA,NA,NA,NA
9975,2,42,1,0,1,0,0,6.5,6.5,2.5,2.5,3.5,4,1.5,1.75,"自分","自分"
9976,1,57,20,0,0,1,1,6.5,6.5,2.25,2.25,6.5,3.75,1,NA,NA,NA
9977,1,33,26,0,1,0,0,8,8,3,3,8,8,8,8,"自分","自分"
9978,2,51,34,0,1,0,0,1,8,8,8,NA,2,NA,5.75,"自分","自分"
9979,1,38,9,0,0,0,1,1,4.5,NA,NA,NA,NA,NA,NA,"家族","家族"
9980,1,29,13,0,1,0,0,1,8,4,4,NA,6.25,NA,NA,"自分","自分"
9981,1,39,12,0,0,1,1,1,6.75,1,1,NA,1,NA,NA,NA,NA
9982,1,38,11,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
9983,2,34,13,0,0,1,0,8,8,7.75,7.75,7.5,7.25,7,7.25,"自分","自分"
9984,2,36,27,0,0,1,0,8,7.5,3.5,3.5,8,5.5,8,7.25,"自分","自分"
9985,1,26,14,0,0,0,1,8,8,8,8,6.5,4,1,1,NA,NA
9986,1,39,9,0,0,1,0,4.5,6.5,1.5,1.5,NA,5,NA,4.75,"配偶者","配偶者"
9987,1,45,13,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
9988,1,63,14,0,0,1,0,8,7.5,1.75,1.75,8,6,2,2,"配偶者","配偶者"
9989,1,54,23,0,0,1,1,8,8,5,5,8,5,4,4,"配偶者","配偶者"
9990,1,61,27,0,0,1,0,8,8,5,5,8,4.5,8,6,"配偶者","配偶者"
9991,1,59,40,0,0,1,0,8,8,3.5,3.5,8,6.25,1,NA,NA,NA
9992,1,27,34,0,0,0,1,8,8,2.25,2.25,8,8,2,6,"家族","家族"
9993,2,47,10,0,0,1,1,8,7.5,7,7,8,6.5,8,6.5,"自分","自分"
9994,1,63,34,0,0,1,1,8,8,2.5,2.5,8,8,8,8,"配偶者","配偶者"
9995,2,54,23,0,0,1,0,1,8,2.5,2.5,NA,8,NA,8,"自分","自分"
9996,2,41,11,0,0,1,1,8,8,1.75,1.75,8,8,8,8,"自分","自分"
9997,2,50,13,0,0,1,1,8,7.5,1.75,1.75,7.5,7,8,7.5,"自分","自分"
9998,1,36,18,0,1,0,0,8,8,1.75,1.75,8,8,8,8,"自分","自分"
9999,1,28,45,0,0,0,1,5.5,6,2.5,2.5,6,4.75,4.5,NA,"家族","家族"
10000,2,52,8,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
10001,2,53,13,0,1,0,0,8,8,2.25,2.25,8,8,8,8,"自分","自分"
10002,1,54,24,0,0,1,1,6.5,6.5,4,4,8,8,1,1,NA,NA
10003,1,59,26,0,1,0,0,8,8,8,8,8,8,8,8,"自分","自分"
10004,2,45,27,0,0,0,1,1,8,8,8,NA,2.75,NA,5.75,"自分","自分"
10005,2,48,23,0,0,1,0,8,8,1.75,1.75,8,5.75,8,6.25,"自分","自分"
10006,1,62,40,0,1,0,0,6.5,6.5,3.5,3.5,6.5,4.75,6.5,5.5,"自分","自分"
10007,1,62,28,0,0,1,1,6.5,6.5,4.5,4.5,6.5,5,6.5,5,"配偶者","配偶者"
10008,2,42,42,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
10009,2,33,28,0,0,0,1,8,8,1,1,8,8,8,8,"家族","家族"
10010,2,49,47,0,1,0,0,8,8,2,2,8,8,8,8,"自分","自分"
10011,1,44,1,0,0,0,1,8,6,1,1,6.5,5.75,1,1,NA,NA
10012,1,47,27,0,0,0,1,6.5,6.5,1.75,1.75,6.5,4.25,2,NA,"家族","家族"
10013,1,40,42,0,0,0,1,8,4.5,NA,NA,8,NA,8,NA,"家族","家族"
10014,1,41,14,0,0,1,1,4.5,6.5,2.25,2.25,NA,8,NA,5,"配偶者","配偶者"
10015,1,49,4,0,0,0,1,8,8,3.75,3.75,7,5.5,6,4.75,"自分","自分"
10016,1,41,14,0,1,0,0,4.5,5.75,4.75,4.75,NA,4,NA,NA,NA,NA
10017,1,48,14,0,1,0,0,4.5,8,1,1,NA,6.25,NA,NA,NA,NA
10018,1,54,14,0,0,1,1,5,8,8,8,4.5,6.5,2,2,"配偶者","配偶者"
10019,2,63,1,0,0,1,0,8,8,2.5,2.5,8,8,6,6.25,"自分","自分"
10020,1,37,13,0,0,1,0,2.5,6.5,3.75,3.75,NA,5.5,NA,3.25,"配偶者","配偶者"
10021,2,61,40,0,1,0,0,6.5,6.5,2.25,2.25,6.5,5.5,6.5,4.25,"自分","自分"
10022,2,41,13,0,0,1,1,8,8,1,1,8,4.5,8,NA,"自分","自分"
10023,1,60,2,0,0,1,1,8,8,2,2,8,8,2,2,"配偶者","配偶者"
10024,2,63,28,0,0,1,0,8,8,1.75,1.75,1,4,NA,NA,"配偶者","配偶者"
10025,2,38,41,0,0,1,1,1,8,1.75,1.75,NA,8,NA,8,"自分","自分"
10026,1,37,13,0,0,1,1,6.5,6.5,2.75,2.75,8,7.75,8,8,"配偶者","配偶者"
10027,2,40,1,0,0,0,1,8,8,3.5,3.5,8,6.5,2,2,"家族","家族"
10028,1,50,12,0,0,0,0,1,8,8,8,NA,1,NA,NA,NA,NA
10029,2,63,7,0,0,1,0,8,7.75,4,4,8,8,8,8,"自分","自分"
10030,2,42,23,0,0,1,1,8,8,3,3,8,8,8,8,"自分","自分"
10031,1,42,30,0,0,1,0,8,8,3.5,3.5,2.5,2.75,2.5,2.5,"配偶者","配偶者"
10032,2,24,12,0,0,0,1,8,8,8,8,8,8,8,8,"家族","家族"
10033,1,29,28,0,0,1,1,1,8,2.5,2.5,NA,6.25,NA,5.5,"自分","自分"
10034,1,37,15,0,1,0,0,4.5,6.5,1.5,1.5,NA,4.75,NA,NA,"自分","自分"
10035,2,33,29,0,1,0,0,4.5,6.5,3.25,3.25,NA,3.5,NA,NA,"自分","自分"
10036,2,42,13,0,0,1,1,6.5,6.5,2.5,2.5,6,6,6.5,6,"自分","自分"
10037,2,44,34,0,0,0,1,6.5,6.5,3,3,8,3.75,2,2,"家族","家族"
10038,2,50,1,0,0,1,1,8,8,2.25,2.25,8,8,6,5.5,"自分","自分"
10039,1,25,13,0,1,0,0,8,8,4.25,4.25,8,6.25,1,NA,NA,NA
10040,1,37,8,0,0,0,1,8,8,1.5,1.5,6.5,6.5,2,2,"家族","家族"
10041,1,40,29,0,0,0,1,8,8,4,4,8,7.5,3.5,5,"家族","家族"
10042,1,52,13,0,0,1,1,6.5,6.5,3.5,3.5,6,4.25,6,4.75,"配偶者","配偶者"
10043,1,23,34,1,0,0,1,8,8,6,6,6.5,6.5,6.5,6.5,"家族","家族"
10044,2,30,36,0,0,0,1,5.5,6.5,3.25,3.25,5.5,4,2,NA,"家族","家族"
10045,2,49,11,0,0,1,1,6.5,6.5,2.5,2.5,6.5,5,6.5,4.5,"自分","自分"
10046,2,34,26,0,0,1,1,8,8,3,3,8,6.5,8,6.5,"自分","自分"
10047,1,54,12,0,0,1,1,6.5,4.75,NA,NA,8,NA,6,NA,"配偶者","配偶者"
10048,2,42,6,0,0,1,1,8,8,1.75,1.75,6.5,6.5,6.5,6.5,"自分","自分"
10049,2,45,22,0,0,0,1,3.5,8,1.25,1.25,3.5,8,1,1,NA,NA
10050,2,50,27,0,0,1,1,8,8,3,3,8,7,8,6,"自分","自分"
10051,2,64,14,0,0,1,0,8,8,2.5,2.5,8,8,8,8,"自分","自分"
10052,2,50,34,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
10053,2,53,14,0,0,1,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
10054,2,56,27,0,0,1,0,1,8,2.25,2.25,NA,8,NA,8,"自分","自分"
10055,2,24,2,0,0,0,1,7.5,7,1,1,8,7,5,1,NA,NA
10056,1,24,24,0,1,0,0,8,8,8,8,8,8,7.5,8,"自分","自分"
10057,2,62,27,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
10058,1,32,23,0,1,0,0,6.5,6.5,3.25,3.25,3.5,4.25,5,4.5,"自分","自分"
10059,2,61,23,0,0,1,0,8,4.5,NA,NA,2,NA,NA,NA,"自分","自分"
10060,2,42,11,0,0,0,1,4.5,7.25,2,2,5.5,8,4,5.75,"家族","家族"
10061,2,52,33,0,0,1,1,6.5,6.5,2.75,2.75,6.5,6.5,6.5,6,"自分","自分"
10062,1,50,11,0,1,0,0,1,8,1,1,NA,8,NA,1,NA,NA
10063,2,37,22,0,0,1,1,8,8,2.5,2.5,8,7,8,7,"自分","自分"
10064,2,51,22,0,0,1,1,8,8,2.5,2.5,8,8,6.5,6.5,"自分","自分"
10065,1,50,12,0,0,1,1,5.5,8,3,3,2.5,5,2.5,2.75,"配偶者","配偶者"
10066,2,60,28,0,1,0,0,8,8,2.75,2.75,8,8,8,8,"自分","自分"
10067,2,42,33,0,0,0,1,6,5.5,2.75,2.75,6,5.25,1,1,NA,NA
10068,1,49,47,0,0,1,1,1,5.25,NA,NA,NA,NA,NA,NA,"配偶者","配偶者"
10069,2,52,14,0,0,1,1,8,8,1.5,1.5,8,8,8,8,"自分","自分"
10070,1,43,14,0,1,0,0,7.5,8,4.25,4.25,3.5,3,2.5,3,"自分","自分"
10071,2,54,28,0,0,1,1,8,8,2.25,2.25,8,8,5.5,7,"自分","自分"
10072,2,51,27,0,0,0,1,8,8,2.5,2.5,8,5.5,8,2.75,"家族","家族"
10073,2,57,13,0,0,1,1,6.5,6.5,2,2,6.5,6.5,6.5,5,"自分","自分"
10074,2,48,5,0,0,0,1,5.5,6.25,1.75,1.75,6,3.5,5.5,NA,"自分","自分"
10075,1,44,1,0,0,0,1,2,8,1,1,2,8,2,5.75,"家族","家族"
10076,1,56,14,0,1,0,0,8,8,8,8,8,8,8,8,"自分","自分"
10077,2,49,29,0,0,1,1,4.5,6.5,1,1,NA,6.5,NA,6.5,"自分","自分"
10078,1,63,11,0,0,1,0,6.5,6.5,2.5,2.5,3.5,5,6.5,3.75,"配偶者","配偶者"
10079,2,52,11,0,0,1,1,8,8,2,2,8,8,5,3,"自分","自分"
10080,1,64,4,0,0,1,1,8,8,2.5,2.5,8,8,8,3,"配偶者","配偶者"
10081,2,61,13,0,0,1,0,8,8,8,8,8,8,8,8,"自分","自分"
10082,1,51,15,0,1,0,0,2.5,3.75,NA,NA,NA,NA,NA,NA,"自分","自分"
10083,2,56,24,0,0,1,0,8,8,1.75,1.75,8,8,8,8,"自分","自分"
10084,1,44,34,0,0,0,1,8,8,2,2,8,6.75,2,2,"家族","家族"
10085,2,48,24,0,0,1,0,6.5,3.75,NA,NA,6.5,NA,6.5,NA,"自分","自分"
10086,1,25,3,0,0,0,1,6.5,7.25,2.75,2.75,6.5,6.5,5,4.25,"家族","家族"
10087,2,41,9,0,0,1,1,6,6.25,2.75,2.75,5.5,6,6.5,5.75,"自分","自分"
10088,1,31,14,0,1,0,0,6.5,6.5,4,4,6.5,5.25,6.5,4.5,"自分","自分"
10089,2,35,13,0,0,1,1,6.5,6.5,2.25,2.25,6.5,4.75,6.5,4.75,"自分","自分"
10090,1,56,27,0,0,1,0,8,8,2,2,8,8,8,8,"自分","自分"
10091,1,23,26,1,1,0,0,7.5,7.25,3,3,8,6,8,6.25,"自分","自分"
10092,1,49,16,0,0,1,1,8,7.75,2.5,2.5,8,7,2,2,"配偶者","配偶者"
10093,1,34,13,0,0,0,1,8,8,2.25,2.25,8,6.25,2.5,2,"家族","家族"
10094,2,43,1,0,0,1,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
10095,2,48,12,0,0,0,1,6.5,6.5,1,1,8,6.25,8,6.25,"自分","自分"
10096,2,38,5,0,1,0,0,6.5,6.25,2.25,2.25,6.5,5.75,2,6.5,"自分","自分"
10097,2,63,25,0,0,1,1,8,6.5,4.25,4.25,7.5,5.75,7,5.75,"自分","自分"
10098,1,52,28,0,0,1,0,6.5,6.5,4,4,6.5,4.25,6.5,3.5,"自分","自分"
10099,2,27,11,0,1,0,0,8,8,2.25,2.25,8,8,8,8,"自分","自分"
10100,1,54,40,0,0,0,1,8,8,1.5,1.5,8,7.25,8,7.25,"家族","家族"
10101,2,24,14,0,0,0,1,5,5.75,1.5,1.5,1,2.75,NA,NA,NA,NA
10102,2,30,9,0,0,1,0,4.5,8,1.5,1.5,NA,8,NA,8,"自分","自分"
10103,1,33,14,0,0,0,1,8,8,1,1,8,8,1,1,NA,NA
10104,2,46,13,0,0,1,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
10105,2,59,13,0,0,0,1,8,8,2,2,2,2,NA,NA,"自分","自分"
10106,2,29,47,0,0,0,1,5.5,6.75,1.75,1.75,1,1.75,NA,NA,NA,NA
10107,1,55,21,0,0,1,1,6,6,2.75,2.75,5.5,5,5.5,5.5,"配偶者","配偶者"
10108,2,34,11,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
10109,1,52,14,0,1,0,0,1,8,1,1,NA,8,NA,8,"自分","自分"
10110,1,29,13,0,0,0,1,6.5,6.5,4.25,4.25,5.5,3.75,5.5,NA,"自分","自分"
10111,1,47,28,0,0,1,1,7,8,6.25,6.25,8,8,8,8,"配偶者","配偶者"
10112,1,38,27,0,0,0,1,6.5,4,3.75,3.75,5,4.25,4,4,"家族","家族"
10113,2,36,7,0,0,1,1,8,8,2.25,2.25,8,8,8,8,"自分","自分"
10114,2,37,26,0,0,1,1,8,8,2,2,8,8,8,7.75,"自分","自分"
10115,2,28,9,0,0,0,1,6.5,6.5,5.25,5.25,6,4,5.5,NA,"自分","自分"
10116,1,49,12,0,0,0,1,5.5,8,4.25,4.25,5.5,6.25,1.5,NA,"家族","家族"
10117,2,33,27,0,0,1,0,6.5,6.5,2,2,6.5,6.5,6.5,6.5,"自分","自分"
10118,2,48,12,0,0,1,1,8,8,2,2,8,8,3.5,5.5,"自分","自分"
10119,2,49,13,0,0,0,1,3,8,5.5,5.5,3,3.25,1,2.5,"自分","自分"
10120,1,48,13,0,0,1,1,8,8,3.25,3.25,6.5,5.25,1,1,NA,NA
10121,1,22,13,0,0,0,1,6.5,6.5,2,2,6.5,6,1,5,"家族","家族"
10122,1,34,13,0,0,0,1,6.5,8,5.25,5.25,3,3,NA,NA,"家族","家族"
10123,2,55,12,0,0,1,1,6.5,6.5,2.25,2.25,6.5,6,3,5,"自分","自分"
10124,1,40,9,0,0,0,1,8,8,2,2,8,6.5,1,1,NA,NA
